No,NamaSungai,TitikPantau,Waktu,pH,Temp,TSS,DO,BOD,COD,Nitrat,FecalColiform,Fosfat,O2,IP,Class
2080,Citarum,Cisanti ,9/12/2021,7.08053834650716,25.55°C,35.2685323648793,4.84940397350993,4.45936460463271,21.1233863338115,2.65669728690451,670.180364391003,0.0687353129673147,-,1.39,2
2081,Citarum,Wangisagara,9/13/2021,7.67479476302377,25.55°C,25.013336588641,7.58292916653951,5.67704397717216,27.015900143437,2.98117007965331,269.676808984649,0.0357338175603504,-,1.74,2
2082,Citarum,Koyod,9/14/2021,6.54860072634053,25.55°C,32.1204870754112,2.55878688924833,1.80642719809565,25.9392071291238,2.78572954496902,109.985656300546,0.0905533005767998,-,0.85,1
2083,Citarum,Setelah IPAL Cisirung,9/15/2021,7.26914273506882,25.55°C,32.1082796716208,1.98203161717582,5.04871669667653,12.7979369487594,3.91064180425428,868.460646382031,0.0553343302713095,-,1.58,2
2084,Citarum,Nanjung,9/16/2021,6.14691610461745,25.55°C,29.2097537156285,2.80294503616443,2.34617450483718,11.0504470961638,0.300790429395428,142.457350383007,0.0982439649647511,-,0.72,1
2085,Citarum,Outlet Waduk Jatiluhur,9/17/2021,6.1988586077456,25.55°C,31.7352214117863,2.51551835688345,2.78303781243324,20.6521805475021,1.69328897976623,484.714804528947,0.0579171117282632,-,0.77,1
2086,Citarum,Bendung Walahar,9/18/2021,7.57573168126469,25.55°C,31.5999633777886,2.40259224219489,3.62868129520554,26.2175359355449,2.25348673970763,802.821436201056,0.0382076479384747,-,1.09,2
2087,Citarum,Tunggak Jati,9/19/2021,7.08078249458296,25.55°C,34.8949858088931,0.703707998901334,3.43984191412091,14.0589617603076,3.07748649555956,225.926999725333,0.0408310190130314,-,0.99,1
2088,Citarum,Cisanti ,9/20/2021,7.95904416028321,25.55°C,28.7112033448286,7.3294991912595,2.76400952177496,23.9829706717124,0.941312906277657,413.76995147557,0.0631211279641102,-,0.75,1
2089,Citarum,Wangisagara,9/21/2021,7.24448377941221,25.55°C,23.0557573168126,0.510901516769921,1.86429944761498,22.6834925382244,0.792748802148503,485.178685872982,0.0788357188634907,-,0.72,1
2090,Citarum,Koyod,9/22/2021,6.3258766441847,25.55°C,31.942747276223,2.86000244148076,5.35540025025178,24.7154148991363,3.55601672414319,371.353801080355,0.0697820978423414,-,1.69,2
2091,Citarum,Setelah IPAL Cisirung,9/23/2021,7.17343668935209,25.55°C,23.6075319681387,6.40041444135868,5.72349925229652,23.5831781975768,2.3749504074221,570.822779015473,0.0701345866267892,-,1.76,2
2092,Citarum,Nanjung,9/24/2021,6.63972899563585,25.55°C,35.3779107028413,5.62562242500076,3.39535508285775,23.9927365947447,0.410901211584826,396.258430738243,0.06211066011536,-,0.98,1
2093,Citarum,Outlet Waduk Jatiluhur,9/25/2021,6.3612170781579,25.55°C,34.5458540604877,5.48916013061922,4.00478530228584,26.0148930326243,1.36893826105533,130.367442854091,0.0542832728049562,-,1.23,2
2094,Citarum,Bendung Walahar,9/26/2021,7.39316995757927,25.55°C,21.2900784325694,6.04998687704093,1.99027985473189,17.3323770867031,3.66136661885434,425.859859004486,0.0868788720358898,-,0.56,1
2095,Citarum,Tunggak Jati,9/27/2021,7.03561510055849,25.55°C,29.2693258461257,6.12986724448378,4.17302163762322,19.8123111667226,0.189580980864895,633.504745628224,0.0464815210425123,-,1.27,2
2096,Citarum,Cisanti ,9/28/2021,6.91219824823756,25.55°C,25.8087710196234,5.63584521011994,3.11622974333934,27.3204748680074,1.67583239234596,340.476699118015,0.0562999359111301,-,0.92,1
2097,Citarum,Wangisagara,9/29/2021,6.81484420300913,25.55°C,31.4095278786584,4.46997222815638,5.93543504135258,17.2121341593677,2.14264351329081,318.471327860347,0.0735441145054476,-,1.82,2
2098,Citarum,Koyod,9/30/2021,7.67656483657338,25.55°C,27.0050965910825,6.67310129093295,3.91344950712607,28.5216834009827,1.55009613330485,446.763512070071,0.0789767143772698,-,1.19,2
2099,Citarum,Setelah IPAL Cisirung,10/1/2021,6.88119144260994,25.55°C,32.8641621143223,4.39936368907743,2.47897885067293,26.9377727591784,0.152348399304178,672.499771111179,0.0344264046143986,-,0.9,1
2100,Citarum,Nanjung,10/2/2021,6.4010132145146,25.55°C,35.8403271584216,0.749591662343211,4.61460921048616,18.7484359263894,2.1268959624012,996.462904751732,0.0680965605639821,-,1.47,2
2101,Citarum,Outlet Waduk Jatiluhur,10/3/2021,7.9312112796411,25.55°C,25.77752006592,0.444572283089694,3.46543168431654,19.8629718924528,0.0910672322763756,397.505111850337,0.0862486648152104,-,1.0,2
2102,Citarum,Bendung Walahar,10/4/2021,7.59825434125797,25.55°C,29.7957090975677,3.42605945005646,5.62494582964568,23.7040314951018,0.838648640400403,920.937223426008,0.0416428113650929,-,1.74,2
2103,Citarum,Tunggak Jati,10/5/2021,7.24558244575335,25.55°C,32.9598681600391,1.57644856105228,4.70463270973846,10.1501510666219,1.76726584673605,309.338663899655,0.0589190343943602,-,1.45,2
2104,Citarum,Cisanti ,10/6/2021,7.09524826807459,25.55°C,31.6805322428053,4.3831974242378,5.05855891598254,28.3391827143162,2.19183935056612,728.020569475387,0.0926767784661397,-,1.6,2
2105,Citarum,Wangisagara,10/7/2021,7.95947141941588,25.55°C,33.2801904354991,6.98453962828456,4.96735435041353,16.8819238868374,3.11313211462752,765.884884182257,0.0717645802179022,-,1.55,2
2106,Citarum,Koyod,10/8/2021,6.76296273689993,25.55°C,24.0015869624928,0.574853358561968,1.73005157628101,24.8472548600726,0.286019470809046,408.841212195196,0.0370754112369152,-,0.78,1
2107,Citarum,Setelah IPAL Cisirung,10/9/2021,7.25705740531632,25.55°C,26.8586077455977,1.8327314065981,4.41920834986419,21.4084292123173,3.39231543931394,321.051667836543,0.0374428540910062,-,1.37,2
2108,Citarum,Nanjung,10/10/2021,6.78243354594562,25.55°C,24.4635151219214,3.75295083468123,3.43459273049104,16.6347239600818,0.891994994964446,704.04370250557,0.0303482161931211,-,0.99,1
2109,Citarum,Outlet Waduk Jatiluhur,10/11/2021,7.01803643910031,25.55°C,35.3969542527543,4.82539231543932,3.44732200079348,27.3900570696127,1.85735648670919,242.191839350566,0.0758555864131596,-,1.0,2
2110,Citarum,Bendung Walahar,10/12/2021,7.3711355937376,25.55°C,28.5329752494888,6.74157017731254,2.46231269264809,22.334360789819,2.80770287179174,703.289895321513,0.0929032258064516,-,0.72,1
2111,Citarum,Tunggak Jati,10/13/2021,7.64720603045747,25.55°C,27.7775811029389,6.06853053376873,5.31694998016297,16.3307596057009,1.69719534897916,107.463301492355,0.0573638111514634,-,1.63,2
2112,Citarum,Cisanti ,10/14/2021,6.26911221655934,25.55°C,28.7033906064028,5.4413745536668,3.72946562089908,26.4726706747642,1.97015289773247,265.009002960295,0.0532856227301859,-,1.13,2
2113,Citarum,Wangisagara,10/15/2021,6.68453016754662,25.55°C,26.095400860622,4.78973143711661,4.08903469954527,23.7852107303079,1.84014404736473,109.666737876522,0.0642576372569964,-,1.25,2
2114,Citarum,Koyod,10/16/2021,7.69884334849086,25.55°C,20.9638966032899,2.9120673238319,3.19037446211127,26.2437818536943,3.62230292672506,515.852839747307,0.0901901303140355,-,0.89,1
2115,Citarum,Setelah IPAL Cisirung,10/17/2021,7.56126590777306,25.55°C,24.560686056093,3.69874629963073,3.58038880581072,12.8565324869533,1.72246467482528,125.844599749748,0.0556590472121342,-,1.02,2
2116,Citarum,Nanjung,10/18/2021,7.19833979308451,25.55°C,33.1546983245338,6.48647602771081,3.87552415540025,29.5171971800897,0.212775048066652,188.381603442488,0.0350224311044649,-,1.16,2
2117,Citarum,Outlet Waduk Jatiluhur,10/19/2021,7.79284035767693,25.55°C,21.2446668904691,6.95886379589221,4.20267952513199,24.6385082552568,2.97689748832667,613.789788506729,0.0678893398846401,-,1.29,2
2118,Citarum,Bendung Walahar,10/20/2021,6.9563890499588,25.55°C,31.287942136906,3.57488418225654,2.10891140476699,10.1702932828761,0.157231360820338,401.882992034669,0.0365669728690451,-,0.56,1
2119,Citarum,Tunggak Jati,10/21/2021,7.23276467177343,25.55°C,22.4258552812281,4.43882839442122,1.99907223731193,12.278511917478,1.66508987701041,59.5385601367229,0.0932728049562059,-,0.53,1
2120,Citarum,Cisanti ,10/22/2021,6.2770470290231,25.55°C,32.5794854579302,1.27000274666585,5.53426618243965,25.6480605487228,3.59373760185553,700.854518265328,0.0662208929715873,-,1.75,2
2121,Citarum,Wangisagara,10/23/2021,6.99966429639576,25.55°C,29.3152256843776,0.452179937131871,5.26511429181799,29.0301217688528,3.65318765831477,868.866542558062,0.0793612475966674,-,1.68,2
2122,Citarum,Koyod,10/24/2021,7.83843501083407,25.55°C,31.8231147190771,3.82332163457137,3.3567735831782,10.7129123813593,0.335581530198065,310.005493331706,0.0354582354197821,-,0.93,1
2123,Citarum,Setelah IPAL Cisirung,10/25/2021,7.58275093844417,25.55°C,23.2374034852138,7.11244331186865,3.30178838465529,13.2911160618915,2.5157017731254,113.261818292795,0.0712048707541124,-,0.89,1
2124,Citarum,Nanjung,10/26/2021,6.72725608081301,25.55°C,32.9232459486679,5.9520383312479,4.53639637440107,23.3256019775994,0.861720633564257,561.54515213477,0.0550715659047212,-,1.41,2
2125,Citarum,Outlet Waduk Jatiluhur,10/27/2021,7.68364513077181,25.55°C,21.8535721915342,4.06201178014466,5.5834772789697,27.9577013458663,0.459852900784326,302.496414075137,0.0354753257850887,-,1.72,2
2126,Citarum,Bendung Walahar,10/28/2021,6.07757805108798,25.55°C,35.778801843318,6.44273201696829,5.1605243079928,15.7441938535722,3.87182226020081,117.001861629078,0.0672911770989105,-,1.61,2
2127,Citarum,Tunggak Jati,10/29/2021,6.80843531601917,25.55°C,35.8149357585376,1.16088045899838,5.41117282631916,19.6658223212378,2.67207861568041,952.046266060366,0.0806067079683828,-,1.71,2
2128,Citarum,Cisanti ,10/30/2021,6.77095858638264,25.55°C,30.3933835871456,0.389654530472732,5.65421002838221,19.0530106509598,2.2003845332194,214.098025452437,0.0858171330912198,-,1.75,2
2129,Citarum,Wangisagara,10/31/2021,7.73790704062014,25.55°C,30.2464064455092,3.86231086153752,5.96981719412824,18.4432508316294,0.716330454420606,243.29355754265,0.0454390087588122,-,1.81,2
2130,Citarum,Koyod,11/1/2021,7.31546983245338,25.55°C,24.9742728965117,7.50732810449538,4.85147862178411,24.6012756736961,1.19937742240669,684.357737968078,0.0836787011322367,-,1.51,2
2131,Citarum,Setelah IPAL Cisirung,11/2/2021,7.02175969725639,25.55°C,22.7676625873592,6.93295022431105,1.98266853846858,12.1912289803766,3.65489669484542,175.769829401532,0.0939991454817347,-,0.53,1
2132,Citarum,Nanjung,11/3/2021,7.96386608478042,25.55°C,20.9458296456801,2.99456282235176,4.32367320780053,24.0714743491928,2.58064516129032,131.179235206153,0.0938132877590259,-,1.33,2
2133,Citarum,Outlet Waduk Jatiluhur,11/4/2021,7.8209784234138,25.55°C,23.2564470351268,6.16814325388348,2.75771050141911,15.9547715689566,2.90926847132786,930.620746482742,0.0794061098055971,-,0.74,1
2134,Citarum,Bendung Walahar,11/5/2021,6.60109256263924,25.55°C,23.2168950468459,2.07379894405957,3.15113681447798,13.3112582781457,0.658101138340403,596.626178777428,0.040474257637257,-,0.86,1
2135,Citarum,Tunggak Jati,11/6/2021,7.00186162907804,25.55°C,34.3695791497543,1.14637836848048,2.33423261207923,25.4893642994476,3.04940946684164,797.19687490463,0.0498483230079043,-,0.84,1
2136,Citarum,Cisanti ,11/7/2021,7.18832972197638,25.55°C,24.6783654286325,7.08391460921049,4.79308145390179,16.4009521774957,3.43662831507309,199.978637043367,0.0405703909421064,-,1.47,2
2137,Citarum,Wangisagara,11/8/2021,6.62599566637165,25.55°C,27.8518021179846,7.43220252082888,4.84767296365246,10.7763908810694,2.16888943144017,151.937925351726,0.047107455671865,-,1.49,2
2138,Citarum,Koyod,11/9/2021,6.83236182744835,25.55°C,31.8367870113224,5.35246009704886,5.17377849665822,27.9857783745842,0.561662648396252,368.628498184149,0.0906643879512925,-,1.62,2
2139,Citarum,Setelah IPAL Cisirung,11/10/2021,6.12274544511246,25.55°C,35.9541001617481,6.26395214697714,5.32757957701346,20.3402813806574,0.798852504043703,164.636677144688,0.0876628925443281,-,1.66,2
2140,Citarum,Nanjung,11/11/2021,7.11996826075015,25.55°C,21.6279793694876,1.96681630909146,4.41579638050478,26.3621936704611,2.28376110110782,772.147282326731,0.0572270882290109,-,1.38,2
2141,Citarum,Outlet Waduk Jatiluhur,11/12/2021,6.7329935605945,25.55°C,35.8022400585955,5.96986877040925,1.81430097354045,23.9494003112888,3.91076387829218,187.250892666402,0.0412262337107456,-,0.75,1
2142,Citarum,Bendung Walahar,11/13/2021,7.45005645924253,25.55°C,31.8724326303903,2.92585619678335,4.84071779534288,19.4943082979827,0.775048066652425,731.470686971648,0.0729972228156377,-,1.51,2
2143,Citarum,Tunggak Jati,11/14/2021,7.52000488296152,25.55°C,31.3480025635548,3.20306009094516,5.81037324137089,12.1472823267312,2.9747001556444,447.575304422132,0.09579149754326,-,1.78,2
2144,Citarum,Cisanti ,11/15/2021,6.97842341380047,25.55°C,23.4771568956572,2.07736503189184,4.96144901882992,13.6964018677328,1.90997039704581,776.322214423048,0.059839777825251,-,1.55,2
2145,Citarum,Wangisagara,11/16/2021,7.60496841334269,25.55°C,30.5672170171209,5.11662282174139,5.7610309152501,28.4051026947844,2.76558732871487,764.638203070162,0.0651847895748772,-,1.79,2
2146,Citarum,Koyod,11/17/2021,7.69914853358562,25.55°C,25.4186223944823,4.57172460097049,1.75642872402112,22.5675222022156,2.42365794854579,133.701590014344,0.0573574022644734,-,0.69,1
2147,Citarum,Setelah IPAL Cisirung,11/18/2021,7.55723746452223,25.55°C,20.8349864192633,0.659250770592364,2.57818842127751,26.1491744743187,1.14798425244911,576.476332895901,0.0791540269173254,-,0.85,1
2148,Citarum,Nanjung,11/19/2021,6.37659840693381,25.55°C,33.6649678029725,3.57868800927763,2.16652119510483,24.4169438764611,0.760399182103946,167.014069032868,0.0550160222174749,-,0.77,1
2149,Citarum,Outlet Waduk Jatiluhur,11/20/2021,7.29105502487259,25.55°C,28.9636524552141,0.273162327951903,3.65440229499191,10.9234900967437,1.92364268929106,857.443464461196,0.0700769066438795,-,1.09,2
2150,Citarum,Bendung Walahar,11/21/2021,7.76854762413404,25.55°C,32.6312448500015,6.1973851741081,2.83959776604511,12.4213385418256,2.36042359691153,868.895535142064,0.0327152317880795,-,0.74,1
2151,Citarum,Tunggak Jati,11/22/2021,7.65691091647084,25.55°C,28.1486861781671,6.15078829309977,4.76736045411542,20.0210577715384,3.48765526291696,304.554887539293,0.0890408032471694,-,1.48,2
2152,Citarum,Cisanti ,11/23/2021,6.07928708761864,25.55°C,24.4039429914243,2.08639912106693,5.79751274147771,25.5034028138066,0.142948698385571,208.299508651997,0.0792480239265114,-,1.8,2
2153,Citarum,Wangisagara,11/24/2021,7.40006714072085,25.55°C,24.1104770043031,0.718210089419233,3.02568132572405,20.5325479903562,2.01776177251503,327.574999237037,0.0403973509933775,-,0.79,1
2154,Citarum,Koyod,11/25/2021,6.1224402600177,25.55°C,32.8788109988708,3.28056306649983,1.85905026398511,22.0621356852931,3.01681569872127,464.738914151433,0.0787118137150182,-,0.76,1
2155,Citarum,Setelah IPAL Cisirung,11/26/2021,7.55638294625691,25.55°C,22.9986266670736,6.14959959715567,5.63413190099796,24.4853053376873,3.70983001190222,983.561204870754,0.0321790215765862,-,1.74,2
2156,Citarum,Nanjung,11/27/2021,6.48524430066836,25.55°C,35.1064180425428,6.51001220740379,2.74498123111667,25.5821405682546,1.8790856654561,315.224158452101,0.0804080324716941,-,0.83,1
2157,Citarum,Outlet Waduk Jatiluhur,11/28/2021,6.90462965788751,25.55°C,28.1569872127445,0.737942442091128,3.47068086794641,18.9785454878384,2.67122409741508,494.195379497665,0.0432728049562059,-,1.01,2
2158,Citarum,Bendung Walahar,11/29/2021,6.33570360423597,25.55°C,22.5635547959838,0.551317178868984,5.27036347544786,13.3674123355815,0.25952940458388,545.599230933561,0.0867058320871609,-,1.65,2
2159,Citarum,Tunggak Jati,11/30/2021,6.05182042909024,25.55°C,21.6260261848811,4.22652729880673,2.33397015289773,22.5498214667196,0.0047608874782555,470.421460615864,0.0613052766502884,-,0.77,1
2160,Citarum,Cisanti ,12/1/2021,7.64384899441511,25.55°C,24.7091280861843,3.49357737968078,5.72638630329295,19.7042756431776,0.0253913998840297,152.169866023743,0.0848792992950224,-,1.75,2
2161,Citarum,Wangisagara,12/2/2021,7.34134952848903,25.55°C,21.2949613940855,5.48511856440931,3.73445234534745,18.8949247718741,1.83367412335582,332.880642109439,0.0508609271523179,-,1.09,2
2162,Citarum,Koyod,12/3/2021,7.74510940885647,25.55°C,34.0878322702719,5.49890743736076,2.89865108188116,25.0907925656911,1.88238166447951,303.395184179205,0.0912988677632984,-,0.79,1
2163,Citarum,Setelah IPAL Cisirung,12/4/2021,6.29407635731071,25.55°C,31.8939176610614,6.44558488723411,4.85908993804743,18.0050050355541,2.06439405499435,957.786797692801,0.0443324076052126,-,1.53,2
2164,Citarum,Nanjung,12/5/2021,7.61955626087222,25.55°C,30.4168218024232,2.20574419385357,5.51287575914792,26.3481551561022,0.289681691946165,961.004974517045,0.0487011322367016,-,1.72,2
2165,Citarum,Outlet Waduk Jatiluhur,12/6/2021,6.96688741721854,25.55°C,21.5478988006226,2.74897824030274,5.81457258827479,25.286721396527,0.0317392498550371,684.966582232124,0.0806472975859859,-,1.8,2
2166,Citarum,Bendung Walahar,12/7/2021,7.22995696890164,25.55°C,32.4832911160619,4.97635670033876,3.46779381694998,10.8966338084048,3.35374004333628,138.862269966735,0.0682461012604144,-,0.98,1
2167,Citarum,Tunggak Jati,12/8/2021,7.69658497878964,25.55°C,29.4026306955168,2.93940733054598,5.24004943998535,13.809320352794,2.33625293740654,544.294564653462,0.074415723136082,-,1.62,2
2168,Citarum,Cisanti ,12/9/2021,7.01675466170232,25.55°C,25.3390301217689,4.89600085451827,3.6568956572161,14.774315622425,2.76827295754875,567.48863185522,0.0862102114932707,-,1.08,2
2169,Citarum,Wangisagara,12/10/2021,6.43409527878658,25.55°C,33.8436841944639,1.62470961638234,5.46720786156804,25.9636219367046,2.65901669362468,831.466109195227,0.0432685323648793,-,1.73,2
2170,Citarum,Koyod,12/11/2021,6.43427838984344,25.55°C,30.1922055726798,5.96606494338817,3.41832026123844,10.5682546464431,1.44840845973083,658.322397534104,0.0496731467635121,-,0.98,1
2171,Citarum,Setelah IPAL Cisirung,12/12/2021,7.51976073488571,25.55°C,31.1434064760277,6.28249580370495,4.97719656971954,10.9753715628529,1.63029877620777,638.491470076602,0.0979982909634694,-,1.54,2
2172,Citarum,Nanjung,12/13/2021,6.47682119205298,25.55°C,27.5412457655568,1.80919522690512,3.84035462508011,10.8618427076022,1.62724692526017,740.023499252297,0.0545887630848109,-,1.17,2
2173,Citarum,Outlet Waduk Jatiluhur,12/14/2021,7.5500350962859,25.55°C,28.8674581133457,5.89569414349803,3.65020294808802,26.5422528763695,3.42893765068514,761.535996581927,0.0526233710745567,-,1.09,2
2174,Citarum,Bendung Walahar,12/15/2021,7.74248481704154,25.55°C,32.5096591082492,7.34614093447676,4.71578722495193,27.4993133335368,0.387340922269356,736.863307596057,0.0425742362743004,-,1.47,2
2175,Citarum,Tunggak Jati,12/16/2021,6.19360942411573,25.55°C,21.1792352061525,0.841834467604602,3.00520950956755,28.5937070833461,1.20072023682363,961.758781701102,0.0630976287118137,-,1.03,2
2176,Citarum,Cisanti ,12/17/2021,6.9608447523423,25.55°C,28.9997863704337,7.25817743461409,5.51523789178137,19.5394756920072,1.35599841303751,448.097170934172,0.0977825251014741,-,1.7,2
2177,Citarum,Wangisagara,12/18/2021,7.6787011322367,25.55°C,30.1985534226508,4.16780571916868,2.4886898403882,15.6459242530595,2.1178624835963,139.963988158818,0.0978701132236702,-,0.65,1
2178,Citarum,Koyod,12/19/2021,7.32139042329173,25.55°C,26.1764580217902,7.09104678487503,5.99251991332743,15.5977050080874,3.10861537522507,734.833826715903,0.0414975432599872,-,1.82,2
2179,Citarum,Setelah IPAL Cisirung,12/20/2021,7.44102298043764,25.55°C,34.8568987090671,3.94171575060274,3.45440839869381,15.6080813013092,3.43040253913999,943.986327707755,0.0649925229651784,-,1.01,2
2180,Citarum,Nanjung,12/21/2021,7.62956633198035,25.55°C,24.9640186773278,1.74286599322489,2.65863216040529,11.9470809045686,3.21433149204993,344.883571886349,0.0781926938688314,-,0.7,1
2181,Citarum,Outlet Waduk Jatiluhur,12/22/2021,7.35044404431288,25.55°C,28.2233954893643,0.368495742667928,3.09602038636433,15.9193700979644,3.72215948973052,653.683584093753,0.0420722067934202,-,0.84,1
2182,Citarum,Bendung Walahar,12/23/2021,6.54182561723685,25.55°C,23.6329233680227,5.22812250129704,5.32193670461135,28.7359233375042,2.29755546739097,327.198095645009,0.0413715018158513,-,1.66,2
2183,Citarum,Tunggak Jati,12/24/2021,7.2639545884579,25.55°C,28.0515152439955,7.33258980071413,5.71562547685171,14.9855037079989,1.24112674336985,178.176213873714,0.0714889980773339,-,1.74,2
2184,Citarum,Cisanti ,12/25/2021,7.1337626270333,25.55°C,32.2215643787957,7.24676595355083,5.51615649891659,15.4475539414655,1.50041199987793,571.953489791559,0.0596282845545824,-,1.7,2
2185,Citarum,Wangisagara,12/26/2021,7.64134647663808,25.55°C,23.335062715537,3.06017883846553,3.23512375255593,26.4934232612079,0.153080843531602,841.410565507981,0.0371629993591113,-,0.9,1
2186,Citarum,Koyod,12/27/2021,6.09070101016266,25.55°C,23.4258857997375,5.71477462080752,3.4712057863094,15.8565019684439,3.79967650379955,833.060701315348,0.0614056825464644,-,1.03,2
2187,Citarum,Setelah IPAL Cisirung,12/28/2021,6.85634937589648,25.55°C,29.9417096469008,7.59148777733696,5.96902981658376,10.8813745536668,2.3566393017365,576.766258735923,0.0349711600085452,-,1.82,2
2188,Citarum,Nanjung,12/29/2021,7.12717062898648,25.55°C,24.7735831781976,4.79829004791406,2.15011749626148,14.6162297433393,3.26487014374218,109.318826868496,0.0498846400341807,-,0.57,1
2189,Citarum,Outlet Waduk Jatiluhur,12/30/2021,6.88412121951964,25.55°C,28.9123813592944,4.96756035035249,3.55493026520585,12.5196081423383,1.59782708212531,536.785485396893,0.0798782311471908,-,1.03,2
2190,Citarum,Bendung Walahar,12/31/2021,6.08783227027192,25.55°C,27.2736594744713,0.92242805261391,2.92975249488815,14.8750267036958,1.04080324716941,554.876857814264,0.0860029908139287,-,0.8,1
2191,Citarum,Tunggak Jati,1/1/2022,7.50456251716666,25.55°C,29.818170720542,3.0043101290933,2.78697470015564,19.4442579424421,0.540299691763054,996.143986327708,0.043420209356975,-,0.78,1
2192,Citarum,Cisanti ,1/2/2022,7.81450849940489,25.55°C,27.4162419507431,7.12123966185492,2.37255165257729,21.3309121982482,3.09360026856288,669.861445966979,0.0464644306772057,-,0.68,1
2193,Citarum,Wangisagara,1/3/2022,7.27420880764184,25.55°C,32.5760673848689,3.60460158085879,3.18591265602588,27.399822992645,2.66731772820215,229.319132053591,0.0583806878872036,-,0.93,1
2194,Citarum,Koyod,1/4/2022,6.5186315500351,25.55°C,22.2871791741691,4.21796868800928,4.46028321176794,28.4911648915067,1.0803552354503,614.949491866817,0.0736188848536638,-,1.41,2
2195,Citarum,Setelah IPAL Cisirung,1/5/2022,6.53846858119449,25.55°C,32.4178594317454,1.96538987395856,5.86863917966247,13.8752403332621,3.93664357432783,272.576067384869,0.0575774407177953,-,1.81,2
2196,Citarum,Nanjung,1/6/2022,6.34730063783685,25.55°C,23.7247230445265,3.24680410168767,3.47606128116703,22.0871608630635,2.58723715933714,560.994293038728,0.0638282418286691,-,1.03,2
2197,Citarum,Outlet Waduk Jatiluhur,1/7/2022,6.93203527939695,25.55°C,34.2338328196051,0.916246833704642,2.02977996154668,23.3304849391156,2.45966978972747,122.82937101352,0.0642811365092929,-,0.74,1
2198,Citarum,Bendung Walahar,1/8/2022,7.29575487533189,25.55°C,20.8467055269021,5.26568529313028,5.06840113528855,15.0379955442976,0.922147282326731,298.437452314829,0.0795107882930998,-,1.56,2
2199,Citarum,Tunggak Jati,1/9/2022,6.39661854915006,25.55°C,20.2963957640309,6.13533524582659,1.81626941740165,24.3754387035737,0.636860255745109,385.879085665456,0.0764452040162359,-,0.76,1
2200,Citarum,Cisanti ,1/10/2022,7.87987914670248,25.55°C,30.9466231269265,2.22618976409192,3.14181951353496,20.6711020233772,2.16046632282479,512.46070741905,0.0656141850032044,-,0.86,1
2201,Citarum,Wangisagara,1/11/2022,7.98571733756523,25.55°C,31.4002502517777,1.66013275551622,3.42540665913877,15.8052308725242,3.66258735923338,346.101260414441,0.0796774193548387,-,0.99,1
2202,Citarum,Koyod,1/12/2022,6.26258125553148,25.55°C,34.6352122562334,7.02043824579608,3.43984191412091,17.5045014801477,2.70882290108951,340.128788109989,0.083313394573809,-,1.0,2
2203,Citarum,Setelah IPAL Cisirung,1/13/2022,7.86657307657094,25.55°C,33.7284463026826,5.60303720206305,5.01512192144536,23.5935544907987,3.59874263740959,993.215735343486,0.0683315530869472,-,1.58,2
2204,Citarum,Nanjung,1/14/2022,6.09765923032319,25.55°C,30.300119022187,1.87457350383007,2.14185003204444,24.2997528000732,2.78682821131016,243.264564958647,0.0402926725058748,-,0.79,1
2205,Citarum,Outlet Waduk Jatiluhur,1/15/2022,6.23511459700308,25.55°C,22.301339762566,2.97673238319041,4.4290505691702,17.6735740226447,1.81890316476943,445.545823541978,0.0739713736381115,-,1.38,2
2206,Citarum,Bendung Walahar,1/16/2022,6.45002594073305,25.55°C,27.3249305703909,3.45767876216926,3.83943601794488,23.834650715659,2.42268135624256,765.189062166204,0.0573616748558,-,1.18,2
2207,Citarum,Tunggak Jati,1/17/2022,7.56328012939848,25.55°C,26.634479812006,3.82522354808191,5.62048402356029,18.2131412701804,3.04037598803674,800.444044312876,0.0895941038239692,-,1.74,2
2208,Citarum,Cisanti ,1/18/2022,7.0312814722129,25.55°C,25.1817987609485,0.620499282815027,1.80957670827357,11.3690603350932,1.3130283516953,166.550187688833,0.0736787011322367,-,0.51,1
2209,Citarum,Wangisagara,1/19/2022,6.9609668263802,25.55°C,25.2584612567522,2.66053926206244,1.78989226966155,28.4038819544054,1.8822595904416,564.560380870998,0.040100405896176,-,0.97,1
2210,Citarum,Koyod,1/20/2022,6.90017395550401,25.55°C,26.4289071321757,2.47605365153966,3.02043214209418,21.6489150669881,0.721091341898862,320.152897732475,0.076740012817774,-,0.8,1
2211,Citarum,Setelah IPAL Cisirung,1/21/2022,6.70918912320322,25.55°C,29.0520340586566,0.52421491134373,2.91767937253945,17.2945341349528,0.4376354258858,812.997833185827,0.0682888271736808,-,0.79,1
2212,Citarum,Nanjung,1/22/2022,6.96743675038911,25.55°C,27.7741630298776,3.04234839930418,3.40007934812464,28.929410687582,0.969756157109287,305.685598315378,0.0967079683828242,-,1.02,2
2213,Citarum,Outlet Waduk Jatiluhur,1/23/2022,6.44019898068178,25.55°C,24.8556169316691,3.00217047639393,5.15750602740562,14.161503952147,1.18582720419935,538.98892178106,0.0949113437299722,-,1.61,2
2214,Citarum,Bendung Walahar,1/24/2022,6.36854152043214,25.55°C,22.7974486526078,7.55440046388134,2.74156926175726,20.5056917020173,2.5280312509537,254.977568895535,0.0969344157231361,-,0.73,1
2215,Citarum,Tunggak Jati,1/25/2022,7.27695547349468,25.55°C,34.6220282601398,4.85201910458693,4.86158330027161,17.9982909634693,0.247077852717673,233.610034485916,0.0949156163212989,-,1.5,2
